A股代码,B股代码,证券简称,扩位证券简称,上市日期
603126,-,中材节能,中材节能,20140731
603127,-,昭衍新药,昭衍新药,20170825
603128,-,华贸物流,华贸物流,20120529
603129,-,春风动力,春风动力,20170818
603131,-,上海沪工,上海沪工,20160607
603132,-,金徽股份,金徽股份,20220222
603133,-,碳元科技,碳元科技,20170320
603136,-,天目湖,天目湖,20170927
603138,-,海量数据,海量数据,20170306
603139,-,康惠制药,康惠制药,20170421
603150,-,万朗磁塑,万朗磁塑,20220124
603155,-,新亚强,新亚强,20200901
603156,-,养元饮品,养元饮品,20180212
603158,-,腾龙股份,腾龙股份,20150320
603159,-,上海亚虹,上海亚虹,20160812
603160,-,汇顶科技,汇顶科技,20161017
603161,-,科华控股,科华控股,20180105
603165,-,荣晟环保,荣晟环保,20170117
603166,-,福达股份,福达股份,20141127
603167,-,渤海轮渡,渤海轮渡,20120906
603168,-,莎普爱思,莎普爱思,20140702
603169,-,兰石重装,兰石重装,20141009
603170,-,宝立食品,宝立食品科技,20220715
603171,-,税友股份,税友股份,20210630
603176,-,汇通集团,汇通集团,20211231
603177,-,德创环保,德创环保,20170207
603178,-,圣龙股份,圣龙股份,20170328
603179,-,新泉股份,新泉股份,20170317
603180,-,金牌厨柜,金牌厨柜,20170512
603181,-,皇马科技,皇马科技,20170824
603183,-,建研院,建研院,20170905
603185,-,上机数控,上机数控,20181228
603186,-,华正新材,华正新材,20170103
603187,-,海容冷链,海容冷链,20181129
603188,-,亚邦股份,亚邦股份,20140909
603189,-,网达软件,网达软件,20160914
603191,-,望变电气,望变电气,20220428
603192,-,汇得科技,汇得科技,20180828
603195,-,公牛集团,公牛集团,20200206
603196,-,日播时尚,日播时尚,20170531
603197,-,保隆科技,保隆科技,20170519
603198,-,迎驾贡酒,迎驾贡酒,20150528
603199,-,九华旅游,九华旅游,20150326
603200,-,上海洗霸,上海洗霸,20170601
603201,-,N常润,N常润股份,20220729
603203,-,快克股份,快克股份,20161108
603206,-,嘉环科技,嘉环科技,20220506
603208,-,江山欧派,江山欧派,20170210
603209,-,兴通股份,兴通股份,20220324
603211,-,晋拓股份,晋拓科技股份,20220725
603212,-,赛伍技术,赛伍技术,20200430
603213,-,镇洋发展,镇洋发展,20211111
603214,-,爱婴室,爱婴室,20180330
603215,-,比依股份,比依股份,20220218
603216,-,梦天家居,梦天家居,20211215
603217,-,元利科技,元利科技,20190620
603218,-,XD日月股,XD日月股份,20161228
603219,-,富佳股份,富佳股份,20211122
603220,-,中贝通信,中贝通信,20181115
603221,-,爱丽家居,爱丽家居,20200323
603222,-,济民医疗,济民医疗,20150217
603223,-,恒通股份,恒通股份,20150630
603225,-,新凤鸣,新凤鸣,20170418
603226,-,菲林格尔,菲林格尔,20170615
603227,-,雪峰科技,雪峰科技,20150515
603228,-,景旺电子,景旺电子,20170106
603229,-,奥翔药业,奥翔药业,20170509
603230,-,内蒙新华,内蒙新华,20211224
603232,-,格尔软件,格尔软件,20170421
603233,-,大参林,大参林,20170731
603235,-,天新药业,天新药业,20220712
603236,-,移远通信,移远通信,20190716
603238,-,诺邦股份,诺邦股份,20170222
603239,-,浙江仙通,浙江仙通,20161230
603256,-,宏和科技,宏和科技,20190719
603258,-,电魂网络,电魂网络,20161026
603259,-,药明康德,药明康德,20180508
603260,-,合盛硅业,合盛硅业,20171030
603261,-,立航科技,立航科技,20220315
603266,-,天龙股份,天龙股份,20170110
603267,-,鸿远电子,鸿远电子,20190515
603268,-,松发股份,松发股份,20150319
603269,-,海鸥股份,海鸥股份,20170517
603272,-,联翔股份,联翔股份,20220520
603277,-,银都股份,银都股份,20170911
603278,-,大业股份,大业股份,20171113
603279,-,景津装备,景津装备,20190729
603283,-,赛腾股份,赛腾股份,20171225
603286,-,日盈电子,日盈电子,20170627
603288,-,海天味业,海天味业,20140211
603289,-,泰瑞机器,泰瑞机器,20171031
603290,-,斯达半导,斯达半导,20200204
603297,-,永新光学,永新光学,20180910
603298,-,杭叉集团,杭叉集团,20161227
603299,-,苏盐井神,苏盐井神,20151231
603300,-,华铁应急,华铁应急,20150529
603301,-,振德医疗,振德医疗,20180412
603303,-,得邦照明,得邦照明,20170330
603305,-,旭升股份,旭升股份,20170710
603306,-,华懋科技,华懋科技,20140926
603308,-,应流股份,应流股份,20140122
603309,-,维力医疗,维力医疗,20150302
603311,-,金海高科,金海高科,20150518
603313,-,梦百合,梦百合,20161013
603315,-,福鞍股份,福鞍股份,20150424
603316,-,诚邦股份,诚邦股份,20170619
603317,-,天味食品,天味食品,20190416
603318,-,水发燃气,水发燃气,20150424
603319,-,湘油泵,湘油泵,20161130
603320,-,迪贝电气,迪贝电气,20170502
603321,-,梅轮电梯,梅轮电梯,20170915
603322,-,超讯通信,超讯通信,20160728
603323,-,苏农银行,苏农银行,20161129
603324,-,盛剑环境,盛剑环境,20210407
603326,-,我乐家居,我乐家居,20170616
603327,-,福蓉科技,福蓉科技,20190523
603328,-,依顿电子,依顿电子,20140701
603329,-,上海雅仕,上海雅仕,20171229
603330,-,上海天洋,上海天洋,20170213
603331,-,百达精工,百达精工,20170705
603332,-,苏州龙杰,苏州龙杰,20190117
603333,-,尚纬股份,尚纬股份,20120507
603335,-,迪生力,迪生力,20170620
603336,-,宏辉果蔬,宏辉果蔬,20161124
603337,-,杰克股份,杰克股份,20170119
603338,-,浙江鼎力,浙江鼎力,20150325
603339,-,四方科技,四方科技,20160519
603345,-,安井食品,安井食品,20170222
603348,-,文灿股份,文灿股份,20180426
603351,-,威尔药业,威尔药业,20190130
603353,-,和顺石油,和顺石油,20200407
603355,-,莱克电气,莱克电气,20150513
603356,-,华菱精工,华菱精工,20180124
603357,-,设计总院,设计总院,20170801
603358,-,华达科技,华达科技,20170125
603359,-,东珠生态,东珠生态,20170901
603360,-,百傲化学,百傲化学,20170206
603363,-,傲农生物,傲农生物,20170926
603365,-,水星家纺,水星家纺,20171120
603366,-,日出东方,日出东方,20120521
603367,-,辰欣药业,辰欣药业,20170929
603368,-,柳药集团,柳药集团,20141204
603369,-,今世缘,今世缘,20140703
603377,-,东方时尚,东方时尚,20160205
603378,-,亚士创能,亚士创能,20170928
603379,-,三美股份,三美股份,20190402
603380,-,易德龙,易德龙,20170622
603383,-,顶点软件,顶点软件,20170522
603385,-,惠达卫浴,惠达卫浴,20170405
603386,-,骏亚科技,骏亚科技,20170912
603387,-,基蛋生物,基蛋生物,20170717
603388,-,元成股份,元成股份,20170324
603389,-,亚振家居,亚振家居,20161215
603390,-,通达电气,通达电气,20191125
603392,-,万泰生物,万泰生物,20200429
603393,-,新天然气,新天然气,20160912
603396,-,金辰股份,金辰股份,20171018
603398,-,沐邦高科,沐邦高科,20151209
603399,-,吉翔股份,吉翔股份,20120824
603408,-,建霖家居,建霖家居,20200730
603416,-,信捷电气,信捷电气,20161221
603421,-,鼎信通讯,鼎信通讯,20161011
603429,-,集友股份,集友股份,20170124
603439,-,贵州三力,贵州三力,20200428
603444,-,吉比特,吉比特,20170104
603456,-,九洲药业,九洲药业,20141010
603458,-,勘设股份,勘设股份,20170809
603466,-,风语筑,风语筑,20171020
603477,-,巨星农牧,巨星农牧,20171218
603486,-,科沃斯,科沃斯,20180528
603488,-,展鹏科技,展鹏科技,20170516
603489,-,八方股份,八方股份,20191111
603496,-,恒为科技,恒为科技,20170607
603499,-,翔港科技,翔港科技,20171016
603500,-,祥和实业,祥和实业,20170904
603501,-,韦尔股份,韦尔股份,20170504
603505,-,金石资源,金石资源,20170503
603506,-,南都物业,南都物业,20180201
603507,-,振江股份,振江股份,20171106
603508,-,思维列控,思维列控,20151224
603511,-,爱慕股份,爱慕股份,20210531
603515,-,欧普照明,欧普照明,20160819
603516,-,淳中科技,淳中科技,20180202
603517,-,绝味食品,绝味食品,20170317
603518,-,锦泓集团,锦泓集团,20141203
603519,-,立霸股份,立霸股份,20150319
603520,-,司太立,司太立,20160309
603527,-,众源新材,众源新材,20170907
603528,-,多伦科技,多伦科技,20160503
603529,-,爱玛科技,爱玛科技,20210615
603530,-,神马电力,神马电力,20190805
603533,-,掌阅科技,掌阅科技,20170921
603535,-,嘉诚国际,嘉诚国际,20170808
603536,-,惠发食品,惠发食品,20170613
603538,-,美诺华,美诺华,20170407
603551,-,奥普家居,奥普家居,20200115
603555,-,贵人鸟,贵人鸟,20140124
603556,-,海兴电力,海兴电力,20161110
603557,-,ST起步,ST起步,20170818
603558,-,健盛集团,健盛集团,20150127
603559,-,中通国脉,中通国脉,20161202
603565,-,中谷物流,中谷物流,20200925
603566,-,普莱柯,普莱柯,20150518
603567,-,珍宝岛,珍宝岛,20150424
603568,-,伟明环保,伟明环保,20150528
603569,-,长久物流,长久物流,20160810
603577,-,汇金通,汇金通,20161222
603578,-,三星新材,三星新材,20170306
603579,-,荣泰健康,荣泰健康,20170111
603580,-,艾艾精工,艾艾精工,20170525
603583,-,捷昌驱动,捷昌驱动,20180921
603585,-,苏利股份,苏利股份,20161214
603586,-,金麒麟,金麒麟,20170406
603587,-,地素时尚,地素时尚,20180622
603588,-,高能环境,高能环境,20141229
603589,-,口子窖,口子窖,20150629
603590,-,康辰药业,康辰药业,20180827
603595,-,东尼电子,东尼电子,20170712
603596,-,伯特利,伯特利,20180427
603598,-,引力传媒,引力传媒,20150527
603599,-,广信股份,广信股份,20150513
603600,-,永艺股份,永艺股份,20150123
603601,-,再升科技,再升科技,20150122
603602,-,纵横通信,纵横通信,20170810
603603,-,*ST博天,*ST博天,20170217
603605,-,珀莱雅,珀莱雅,20171115
603606,-,东方电缆,东方电缆,20141015
603607,-,京华激光,京华激光,20171025
603608,-,天创时尚,天创时尚,20160218
603609,-,禾丰股份,禾丰股份,20140808
603610,-,麒盛科技,麒盛科技,20191029
603611,-,诺力股份,诺力股份,20150128
603612,-,索通发展,索通发展,20170718
603613,-,国联股份,国联股份,20190730
603615,-,茶花股份,茶花股份,20170213
603616,-,韩建河山,韩建河山,20150611
603617,-,君禾股份,君禾股份,20170703
603618,-,杭电股份,杭电股份,20150217
603619,-,中曼石油,中曼石油,20171117
603626,-,科森科技,科森科技,20170209
603628,-,清源股份,清源股份,20170112
603629,-,利通电子,利通电子,20181224
603630,-,拉芳家化,拉芳家化,20170313
603633,-,徕木股份,徕木股份,20161117
603636,-,南威软件,南威软件,20141230
603637,-,镇海股份,镇海股份,20170208
603638,-,艾迪精密,艾迪精密,20170120
603639,-,海利尔,海利尔,20170112
603648,-,畅联股份,畅联股份,20170913
603650,-,彤程新材,彤程新材,20180627
603655,-,朗博科技,朗博科技,20171229
603656,-,泰禾智能,泰禾智能,20170321
603657,-,春光科技,春光科技,20180730
603658,-,安图生物,安图生物,20160901
603659,-,璞泰来,璞泰来,20171103
603660,-,苏州科达,苏州科达,20161201
603661,-,恒林股份,恒林股份,20171121
603662,-,柯力传感,柯力传感,20190806
603663,-,三祥新材,三祥新材,20160801
603665,-,康隆达,康隆达,20170313
603666,-,亿嘉和,亿嘉和,20180612
603667,-,五洲新春,五洲新春,20161025
603668,-,天马科技,天马科技,20170117
603669,-,灵康药业,灵康药业,20150528
603676,-,卫信康,卫信康,20170721
603677,-,奇精机械,奇精机械,20170206
603678,-,火炬电子,火炬电子,20150126
603679,-,华体科技,华体科技,20170621
603680,-,今创集团,今创集团,20180227
603681,-,永冠新材,永冠新材,20190326
603682,-,锦和商管,锦和商管,20200421
603683,-,晶华新材,晶华新材,20171020
603685,-,晨丰科技,晨丰科技,20171127
603686,-,福龙马,福龙马,20150126
603687,-,大胜达,大胜达,20190726
603688,-,石英股份,石英股份,20141031
603689,-,皖天然气,皖天然气,20170110
603690,-,至纯科技,至纯科技,20170113
603693,-,江苏新能,江苏新能,20180703
603696,-,安记食品,安记食品,20151209
603697,-,有友食品,有友食品,20190508
603698,-,航天工程,航天工程,20150128
603699,-,纽威股份,纽威股份,20140117
603700,-,宁水集团,宁水集团,20190122
603701,-,德宏股份,德宏股份,20160412
603703,-,盛洋科技,盛洋科技,20150423
603706,-,东方环宇,东方环宇,20180709
603707,-,健友股份,健友股份,20170719
603708,-,家家悦,家家悦,20161213
603709,-,中源家居,中源家居,20180208
603711,-,香飘飘,香飘飘,20171130
603712,-,七一二,七一二,20180226
603713,-,密尔克卫,密尔克卫,20180713
603716,-,塞力医疗,塞力医疗,20161031
603717,-,天域生态,天域生态,20170327
603718,-,海利生物,海利生物,20150515
603719,-,良品铺子,良品铺子,20200224
603721,-,中广天择,中广天择,20170811
603722,-,阿科力,阿科力,20171025
603725,-,天安新材,天安新材,20170906
603726,-,朗迪集团,朗迪集团,20160421
603727,-,博迈科,博迈科,20161122
603728,-,鸣志电器,鸣志电器,20170509
603729,-,龙韵股份,龙韵股份,20150324
603730,-,岱美股份,岱美股份,20170728
603733,-,仙鹤股份,仙鹤股份,20180420
603737,-,三棵树,三棵树,20160603
603738,-,泰晶科技,泰晶科技,20160928
603739,-,蔚蓝生物,蔚蓝生物,20190116
603755,-,日辰股份,日辰股份,20190828
603757,-,大元泵业,大元泵业,20170711
603758,-,秦安股份,秦安股份,20170517
603759,-,海天股份,海天股份,20210326
603766,-,隆鑫通用,隆鑫通用,20120810
603767,-,中马传动,中马传动,20170613
603768,-,常青股份,常青股份,20170324
603773,-,沃格光电,沃格光电,20180417
603776,-,永安行,永安行,20170817
603777,-,来伊份,来伊份,20161012
603778,-,乾景园林,乾景园林,20151231
603779,-,威龙股份,威龙股份,20160516
603786,-,科博达,科博达,20191015
603787,-,新日股份,新日股份,20170427
603788,-,宁波高发,宁波高发,20150120
603789,-,星光农机,星光农机,20150427
603790,-,雅运股份,雅运股份,20180912
603797,-,联泰环保,联泰环保,20170413
603798,-,康普顿,康普顿,20160406
603799,-,华友钴业,华友钴业,20150129
603800,-,道森股份,道森股份,20151210
603801,-,志邦家居,志邦家居,20170630
603803,-,瑞斯康达,瑞斯康达,20170420
603806,-,福斯特,福斯特,20140905
603808,-,歌力思,歌力思,20150422
603809,-,豪能股份,豪能股份,20171128
603810,-,丰山集团,丰山集团,20180917
603811,-,诚意药业,诚意药业,20170315
603813,-,原尚股份,原尚股份,20170918
603815,-,交建股份,交建股份,20191021
603816,-,顾家家居,顾家家居,20161014
603817,-,海峡环保,海峡环保,20170220
603818,-,曲美家居,曲美家居,20150422
603819,-,神力股份,神力股份,20161125
603822,-,嘉澳环保,嘉澳环保,20160428
603823,-,百合花,百合花,20161220
603825,-,华扬联众,华扬联众,20170802
603826,-,坤彩科技,坤彩科技,20170414
603828,-,柯利达,柯利达,20150226
603829,-,洛凯股份,洛凯股份,20171017
603833,-,欧派家居,欧派家居,20170328
603836,-,海程邦达,海程邦达,20210526
603838,-,四通股份,四通股份,20150701
603839,-,安正时尚,安正时尚,20170214
603843,-,正平股份,正平股份,20160905
603848,-,好太太,好太太,20171201
603855,-,华荣股份,华荣股份,20170524
603856,-,东宏股份,东宏股份,20171106
603858,-,步长制药,步长制药,20161118
603859,-,能科科技,能科科技,20161021
603860,-,中公高科,中公高科,20170802
603861,-,白云电器,白云电器,20160322
603863,-,松炀资源,松炀资源,20190621
603866,-,桃李面包,桃李面包,20151222
603867,-,新化股份,新化股份,20190627
603868,-,飞科电器,飞科电器,20160418
603869,-,新智认知,新智认知,20150326
603871,-,嘉友国际,嘉友国际,20180206
603876,-,鼎胜新材,鼎胜新材,20180418
603877,-,太平鸟,太平鸟,20170109
603878,-,武进不锈,武进不锈,20161219
603879,-,永悦科技,永悦科技,20170614
603880,-,南卫股份,南卫股份,20170807
603881,-,数据港,数据港,20170208
603882,-,金域医学,金域医学,20170908
603883,-,老百姓,老百姓,20150423
603885,-,吉祥航空,吉祥航空,20150527
603886,-,元祖股份,元祖股份,20161228
603887,-,城地香江,城地香江,20161010
603888,-,新华网,新华网,20161028
603889,-,新澳股份,新澳股份,20141231
603890,-,春秋电子,春秋电子,20171212
603893,-,瑞芯微,瑞芯微,20200207
603895,-,天永智能,天永智能,20180122
603896,-,寿仙谷,寿仙谷,20170510
603897,-,长城科技,长城科技,20180410
603898,-,好莱客,好莱客,20150217
603899,-,晨光股份,晨光股份,20150127
603900,-,莱绅通灵,莱绅通灵,20161123
603901,-,永创智能,永创智能,20150529
603903,-,中持股份,中持股份,20170314
603906,-,龙蟠科技,龙蟠科技,20170410
603908,-,牧高笛,牧高笛,20170307
603909,-,建发合诚,建发合诚,20160628
603912,-,佳力图,佳力图,20171101
603915,-,国茂股份,国茂股份,20190614
603916,-,苏博特,苏博特,20171110
603917,-,合力科技,合力科技,20171204
603918,-,金桥信息,金桥信息,20150528
603919,-,金徽酒,金徽酒,20160310
603920,-,世运电路,世运电路,20170426
603922,-,金鸿顺,金鸿顺,20171023
603926,-,铁流股份,铁流股份,20170510
603927,-,中科软,中科软,20190909
603928,-,兴业股份,兴业股份,20161212
603929,-,亚翔集成,亚翔集成,20161230
603931,-,格林达,格林达,20200819
603933,-,睿能科技,睿能科技,20170706
603936,-,博敏电子,博敏电子,20151209
603937,-,丽岛新材,丽岛新材,20171102
603938,-,三孚股份,三孚股份,20170628
603939,-,益丰药房,益丰药房,20150217
603948,-,建业股份,建业股份,20200302
603949,-,雪龙集团,雪龙集团,20200310
603950,-,长源东谷,长源东谷,20200526
603955,-,大千生态,大千生态,20170310
603956,-,威派格,威派格,20190222
603958,-,哈森股份,哈森股份,20160629
603959,-,百利科技,百利科技,20160517
603960,-,克来机电,克来机电,20170314
603963,-,大理药业,大理药业,20170922
603966,-,法兰泰克,法兰泰克,20170125
603967,-,中创物流,中创物流,20190429
603968,-,醋化股份,醋化股份,20150518
603969,-,银龙股份,银龙股份,20150227
603970,-,中农立华,中农立华,20171116
603976,-,正川股份,正川股份,20170822
603977,-,国泰集团,国泰集团,20161111
603978,-,深圳新星,深圳新星,20170807
603979,-,金诚信,金诚信,20150630
603980,-,吉华集团,吉华集团,20170615
603982,-,泉峰汽车,泉峰汽车,20190522
603983,-,丸美股份,丸美股份,20190725
603985,-,恒润股份,恒润股份,20170505
603986,-,兆易创新,兆易创新,20160818
603987,-,康德莱,康德莱,20161121
603988,-,中电电机,中电电机,20141104
603989,-,艾华集团,艾华集团,20150515
603990,-,麦迪科技,麦迪科技,20161208
603991,-,至正股份,至正股份,20170308
603992,-,松霖科技,松霖科技,20190826
603993,-,洛阳钼业,洛阳钼业,20121009
603995,-,甬金股份,甬金股份,20191224
603997,-,继峰股份,继峰股份,20150302
603998,-,方盛制药,方盛制药,20141205
603999,-,读者传媒,读者传媒,20151210
605001,-,威奥股份,威奥股份,20200522
605003,-,众望布艺,众望布艺,20200908
605005,-,合兴股份,合兴股份,20210119
605006,-,山东玻纤,山东玻纤,20200903
605007,-,五洲特纸,五洲特纸,20201110
605008,-,长鸿高科,长鸿高科,20200821
605009,-,豪悦护理,豪悦护理,20200911
605011,-,杭州热电,杭州热电,20210630
605016,-,百龙创园,百龙创园,20210421
605018,-,长华股份,长华股份,20200929
605020,-,永和股份,永和股份,20210709
605028,-,世茂能源,世茂能源,20210712
605033,-,美邦股份,美邦股份,20210916
605050,-,福然德,福然德,20200924
605055,-,迎丰股份,迎丰股份,20210129
605056,-,咸亨国际,咸亨国际,20210720
605058,-,澳弘电子,澳弘电子,20201021
605060,-,联德股份,联德股份,20210301
605066,-,天正电气,天正电气,20200807
605068,-,明新旭腾,明新旭腾,20201123
605069,-,正和生态,正和生态,20210816
605077,-,华康股份,华康股份,20210209
605080,-,浙江自然,浙江自然,20210506
605081,-,太和水,太和水,20210209
605086,-,龙高股份,龙高股份,20210416
605088,-,冠盛股份,冠盛股份,20200817
605089,-,味知香,味知香,20210427
605090,-,九丰能源,九丰能源,20210525
605098,-,行动教育,行动教育,20210421
605099,-,共创草坪,共创草坪,20200930
605100,-,华丰股份,华丰股份,20200811
605108,-,同庆楼,同庆楼,20200716
605111,-,新洁能,新洁能,20200928
605116,-,奥锐特,奥锐特,20200921
605117,-,德业股份,德业股份,20210420
605118,-,力鼎光电,力鼎光电,20200730
605122,-,四方新材,四方新材,20210310
605123,-,派克新材,派克新材,20200825
605128,-,上海沿浦,上海沿浦,20200915
605133,-,嵘泰股份,嵘泰股份,20210224
605136,-,丽人丽妆,丽人丽妆,20200929
605138,-,盛泰集团,盛泰集团,20211027
605151,-,西上海,西上海,20201215
605155,-,西大门,西大门,20201231
605158,-,华达新材,华达新材,20200805
605162,-,新中港,新中港,20210707
605166,-,聚合顺,聚合顺,20200618
605167,-,利柏特,利柏特,20210726
605168,-,三人行,三人行,20200528
605169,-,洪通燃气,洪通燃气,20201030
605177,-,东亚药业,东亚药业,20201125
605178,-,时空科技,时空科技,20200821
605179,-,一鸣食品,一鸣食品,20201228
605180,-,华生科技,华生科技,20210430
605183,-,确成股份,确成股份,20201207
605186,-,健麾信息,健麾信息,20201222
605188,-,国光连锁,国光连锁,20200728
605189,-,富春染织,富春染织,20210528
605196,-,华通线缆,华通线缆,20210511
605198,-,德利股份,德利股份,20200918
605199,-,葫芦娃,葫芦娃,20200710
605208,-,永茂泰,永茂泰,20210308
605218,-,伟时电子,伟时电子,20200928
605222,-,起帆电缆,起帆电缆,20200731
605228,-,神通科技,神通科技,20210120
605255,-,天普股份,天普股份,20200825
605258,-,协和电子,协和电子,20201203
605259,-,绿田机械,绿田机械,20210615
605266,-,健之佳,健之佳,20201201
605268,-,王力安防,王力安防,20210224
605277,-,新亚电子,新亚电子,20210106
605286,-,同力日升,同力日升,20210322
605287,-,德才股份,德才股份,20210706
605288,-,凯迪股份,凯迪股份,20200601
605289,-,罗曼股份,罗曼股份,20210426
605296,-,神农集团,神农集团,20210528
605298,-,必得科技,必得科技,20210301
605299,-,舒华体育,舒华体育,20201215
605300,-,佳禾食品,佳禾食品,20210430
605303,-,园林股份,园林股份,20210301
605305,-,中际联合,中际联合,20210506
605318,-,法狮龙,法狮龙,20200803
605319,-,无锡振华,无锡振华,20210607
605333,-,沪光股份,沪光股份,20200818
605336,-,帅丰电器,帅丰电器,20201019
605337,-,李子园,李子园,20210208
605338,-,巴比食品,巴比食品,20201012
605339,-,南侨食品,南侨食品,20210518
605358,-,立昂微,立昂微,20200911
605365,-,立达信,立达信,20210720
605366,-,宏柏新材,宏柏新材,20200812
605368,-,蓝天燃气,蓝天燃气,20210129
605369,-,拱东医疗,拱东医疗,20200916
605376,-,博迁新材,博迁新材,20201208
605377,-,华旺科技,华旺科技,20201228
605378,-,野马电池,野马电池,20210412
605388,-,均瑶健康,均瑶健康,20200818
605389,-,长龄液压,长龄液压,20210322
605398,-,新炬网络,新炬网络,20210121
605399,-,晨光新材,晨光新材,20200804
605488,-,福莱新材,福莱新材,20210513
605499,-,东鹏饮料,东鹏饮料,20210527
605500,-,森林包装,森林包装,20201222
605507,-,国邦医药,国邦医药,20210802
605555,-,德昌股份,德昌股份,20211021
605566,-,福莱蒽特,福莱蒽特,20211025
605567,-,春雪食品,春雪食品,20211013
605577,-,龙版传媒,龙版传媒,20210824
605580,-,恒盛能源,恒盛能源,20210819
605588,-,冠石科技,冠石科技,20210812
605589,-,圣泉集团,圣泉集团,20210810
605598,-,上海港湾,上海港湾,20210917
605599,-,菜百股份,菜百股份,20210909
